rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,values
1555499088407808526,,40,,1555499088,407046980,"""cf3/base_link""","[0.24337919056415558, -1.2105392217636108, -0.024450918659567833]"
1555499088426952031,,41,,1555499088,426625130,"""cf3/base_link""","[0.1784149557352066, -1.180875539779663, -0.02829560823738575]"
1555499088448227027,,42,,1555499088,448005246,"""cf3/base_link""","[0.133778378367424, -1.2891333103179932, -0.030910806730389595]"
1555499088467883431,,43,,1555499088,467462734,"""cf3/base_link""","[0.10586169362068176, -1.1430712938308716, -0.03293697535991669]"
1555499088497511842,,44,,1555499088,497236818,"""cf3/base_link""","[0.16236430406570435, -1.1548725366592407, -0.03038426861166954]"
1555499088511558858,,45,,1555499088,511275716,"""cf3/base_link""","[0.4255852699279785, -1.0586071014404297, -0.02152908779680729]"
1555499088527438997,,46,,1555499088,527163829,"""cf3/base_link""","[0.3264230787754059, -1.0891380310058594, -0.02548973634839058]"
1555499088547048538,,47,,1555499088,546772557,"""cf3/base_link""","[-0.020765090361237526, -1.2269335985183716, -0.03744901716709137]"
1555499088566653945,,48,,1555499088,566363418,"""cf3/base_link""","[0.37501341104507446, -1.2073955535888672, -0.024745164439082146]"
1555499088586320584,,49,,1555499088,586079798,"""cf3/base_link""","[-0.0753931999206543, -1.1325929164886475, -0.04481743276119232]"
1555499088607739103,,50,,1555499088,607501276,"""cf3/base_link""","[0.23692815005779266, -1.182113528251648, -0.03298989310860634]"
1555499088630163553,,51,,1555499088,629903025,"""cf3/base_link""","[0.20594759285449982, -1.3551799058914185, -0.03134407848119736]"
1555499088647936088,,52,,1555499088,647579886,"""cf3/base_link""","[0.1874348372220993, -1.055715799331665, -0.038241442292928696]"
1555499088667506005,,53,,1555499088,667242376,"""cf3/base_link""","[-0.14384299516677856, -1.341612696647644, -0.044713739305734634]"
1555499088687416858,,54,,1555499088,687086408,"""cf3/base_link""","[0.3076678514480591, -1.1988685131072998, -0.030573679134249687]"
1555499088707034288,,55,,1555499088,706763080,"""cf3/base_link""","[-0.093643419444561, -1.3640928268432617, -0.04255737364292145]"
1555499088726456154,,56,,1555499088,726112335,"""cf3/base_link""","[0.33588844537734985, -1.234425663948059, -0.028666062280535698]"
1555499088756083574,,57,,1555499088,755733212,"""cf3/base_link""","[0.0021709585562348366, -1.164249062538147, -0.04427190497517586]"
1555499088769538949,,58,,1555499088,769394279,"""cf3/base_link""","[0.23921221494674683, -1.1281931400299072, -0.038018323481082916]"
1555499088787253425,,59,,1555499088,786930577,"""cf3/base_link""","[0.29448381066322327, -1.229757308959961, -0.033525124192237854]"
1555499088806686359,,60,,1555499088,806495955,"""cf3/base_link""","[0.2871241569519043, -1.284246563911438, -0.03160283342003822]"
1555499088825506228,,61,,1555499088,825328822,"""cf3/base_link""","[0.22173307836055756, -1.195494294166565, -0.03579443693161011]"
1555499088846400957,,62,,1555499088,846192981,"""cf3/base_link""","[-0.05238603428006172, -1.2050144672393799, -0.046403855085372925]"
1555499088875296703,,63,,1555499088,875116915,"""cf3/base_link""","[0.2025538831949234, -1.1341612339019775, -0.039529040455818176]"
1555499088888992756,,64,,1555499088,888817305,"""cf3/base_link""","[0.24500174820423126, -1.2296441793441772, -0.03750154376029968]"
1555499088906215966,,65,,1555499088,905997332,"""cf3/base_link""","[-0.03728837892413139, -1.2235584259033203, -0.047319695353507996]"
1555499088925136168,,66,,1555499088,924963900,"""cf3/base_link""","[-0.023348422721028328, -1.2235506772994995, -0.047455139458179474]"
1555499088946194588,,67,,1555499088,945961342,"""cf3/base_link""","[0.27739280462265015, -1.3153716325759888, -0.03593851253390312]"
1555499088965396533,,68,,1555499088,965159559,"""cf3/base_link""","[0.21611084043979645, -1.2717500925064087, -0.03901486471295357]"
