rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,values
1555426868104388454,,19,,1555426868,104223698,"""cf3/base_link""","[0.1499195247888565, -0.9798504710197449, -0.031800538301467896]"
1555426868124843646,,20,,1555426868,124658218,"""cf3/base_link""","[0.024115797132253647, -1.1640998125076294, -0.031107021495699883]"
1555426868145125077,,21,,1555426868,144927352,"""cf3/base_link""","[0.09322844445705414, -1.1601730585098267, -0.02955765463411808]"
1555426868161995568,,22,,1555426868,161781950,"""cf3/base_link""","[0.006749008782207966, -0.879898190498352, -0.030687421560287476]"
1555426868182772606,,23,,1555426868,182463560,"""cf3/base_link""","[-0.19653715193271637, -1.0046143531799316, -0.030295539647340775]"
1555426868204757397,,24,,1555426868,204248855,"""cf3/base_link""","[0.03517462685704231, -1.2979209423065186, -0.028286276385188103]"
1555426868221181301,,25,,1555426868,220849198,"""cf3/base_link""","[0.1460648477077484, -1.0295674800872803, -0.026475418359041214]"
1555426868242798123,,26,,1555426868,242212310,"""cf3/base_link""","[-0.015084563754498959, -1.2617812156677246, -0.028880516067147255]"
1555426868266792006,,27,,1555426868,266256757,"""cf3/base_link""","[0.0, 0.0, 0.0]"
1555426868286449918,,28,,1555426868,286145305,"""cf3/base_link""","[-0.19975146651268005, 0.007443730253726244, 0.0001547662977827713]"
1555426868303319307,,29,,1555426868,303032066,"""cf3/base_link""","[-0.81878662109375, 0.810043454170227, 0.005291443318128586]"
1555426868324781614,,30,,1555426868,324448680,"""cf3/base_link""","[0.7057352066040039, -1.7027711868286133, -0.0015873396769165993]"
1555426868344401840,,31,,1555426868,343864456,"""cf3/base_link""","[0.7674148082733154, 0.15187983214855194, -0.0021355533972382545]"
1555426868363775686,,32,,1555426868,363450575,"""cf3/base_link""","[1.4951444864273071, -0.795071542263031, 0.010373581200838089]"
1555426868391565563,,33,,1555426868,391215234,"""cf3/base_link""","[-0.2755362391471863, -1.1931328773498535, -0.02539084292948246]"
