rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,values
1555426868102229222,,17,,1555426868,102088370,"""cf3/base_link""","[1.0, 3.0, 0.0]"
1555426868122753546,,18,,1555426868,122630140,"""cf3/base_link""","[-1.0, 0.0, 0.0]"
1555426868143277282,,19,,1555426868,143109911,"""cf3/base_link""","[1.0, 0.0, 0.0]"
1555426868160891533,,20,,1555426868,160667409,"""cf3/base_link""","[0.0, 4.0, 0.0]"
1555426868181606879,,21,,1555426868,181329250,"""cf3/base_link""","[-3.0, 3.0, 0.0]"
1555426868202504973,,22,,1555426868,202036715,"""cf3/base_link""","[-1.0, -1.0, 0.0]"
1555426868219940244,,23,,1555426868,219722299,"""cf3/base_link""","[1.0, 3.0, 0.0]"
1555426868239926034,,24,,1555426868,239657581,"""cf3/base_link""","[0.0, -1.0, 0.0]"
1555426868265463971,,25,,1555426868,265124014,"""cf3/base_link""","[1.0, 0.0, 0.0]"
1555426868281231524,,26,,1555426868,281010515,"""cf3/base_link""","[-1.0, 0.0, 0.0]"
1555426868301030720,,27,,1555426868,300778317,"""cf3/base_link""","[-2.0, 2.0, 0.0]"
1555426868322444557,,28,,1555426868,322191038,"""cf3/base_link""","[-1.0, -3.0, 0.0]"
1555426868341876250,,29,,1555426868,341586725,"""cf3/base_link""","[2.0, 2.0, 0.0]"
1555426868361834812,,30,,1555426868,361231948,"""cf3/base_link""","[3.0, 0.0, 0.0]"
1555426868389199761,,31,,1555426868,388970970,"""cf3/base_link""","[-2.0, 0.0, 0.0]"
1555426868403393713,,32,,1555426868,403078211,"""cf3/base_link""","[2.0, 0.0, 0.0]"
1555426868421107805,,33,,1555426868,420835035,"""cf3/base_link""","[0.0, 0.0, 0.0]"
1555426868440777742,,34,,1555426868,440508974,"""cf3/base_link""","[-3.0, 0.0, 0.0]"
1555426868460502885,,35,,1555426868,460177601,"""cf3/base_link""","[-1.0, -6.0, 0.0]"
1555426868480314708,,36,,1555426868,479975139,"""cf3/base_link""","[0.0, 0.0, 0.0]"
1555426868503395709,,37,,1555426868,503103365,"""cf3/base_link""","[-2.0, -4.0, 0.0]"
1555426868525815406,,38,,1555426868,525480811,"""cf3/base_link""","[-1.0, -2.0, 0.0]"
1555426868541699246,,39,,1555426868,541412708,"""cf3/base_link""","[-1.0, 0.0, 0.0]"
1555426868561570285,,40,,1555426868,561216868,"""cf3/base_link""","[3.0, -7.0, 0.0]"
1555426868581273787,,41,,1555426868,580988044,"""cf3/base_link""","[-1.0, -2.0, 0.0]"
1555426868600577160,,42,,1555426868,600257194,"""cf3/base_link""","[0.0, 3.0, 0.0]"
1555426868620122540,,43,,1555426868,619792366,"""cf3/base_link""","[0.0, -5.0, 0.0]"
1555426868639395644,,44,,1555426868,639133212,"""cf3/base_link""","[0.0, 0.0, 0.0]"
1555426868661992199,,45,,1555426868,661764031,"""cf3/base_link""","[0.0, 4.0, 0.0]"
1555426868680466048,,46,,1555426868,679940418,"""cf3/base_link""","[2.0, -1.0, 0.0]"
1555426868699661009,,47,,1555426868,699356631,"""cf3/base_link""","[-1.0, 1.0, 0.0]"
1555426868719337358,,48,,1555426868,718992612,"""cf3/base_link""","[0.0, 0.0, 0.0]"
1555426868740427156,,49,,1555426868,740088278,"""cf3/base_link""","[2.0, -3.0, 0.0]"
1555426868760339637,,50,,1555426868,759963219,"""cf3/base_link""","[-1.0, 0.0, 0.0]"
1555426868787986236,,51,,1555426868,787736049,"""cf3/base_link""","[0.0, 0.0, 0.0]"
1555426868802384120,,52,,1555426868,802068766,"""cf3/base_link""","[-1.0, 0.0, 0.0]"
1555426868819892636,,53,,1555426868,819567688,"""cf3/base_link""","[3.0, -7.0, 0.0]"
1555426868839419301,,54,,1555426868,839155307,"""cf3/base_link""","[0.0, 0.0, 0.0]"
1555426868859447133,,55,,1555426868,859080816,"""cf3/base_link""","[0.0, 0.0, 0.0]"
1555426868878906142,,56,,1555426868,878618359,"""cf3/base_link""","[-3.0, 0.0, 0.0]"
1555426868900303715,,57,,1555426868,900001749,"""cf3/base_link""","[1.0, 0.0, 0.0]"
1555426868923646303,,58,,1555426868,923471801,"""cf3/base_link""","[-3.0, 1.0, 0.0]"
1555426868938834236,,59,,1555426868,938680315,"""cf3/base_link""","[2.0, 0.0, 0.0]"
1555426868959037565,,60,,1555426868,958924307,"""cf3/base_link""","[0.0, 0.0, 0.0]"
1555426868979613518,,61,,1555426868,979472338,"""cf3/base_link""","[0.0, -1.0, 0.0]"
1555426868998265125,,62,,1555426868,998134828,"""cf3/base_link""","[4.0, -5.0, 0.0]"
1555426869018508561,,63,,1555426869,18428990,"""cf3/base_link""","[0.0, 0.0, 0.0]"
1555426869039285936,,64,,1555426869,39087858,"""cf3/base_link""","[0.0, 0.0, 0.0]"
1555426869060996914,,65,,1555426869,60828923,"""cf3/base_link""","[-3.0, 0.0, 0.0]"
1555426869078767005,,66,,1555426869,78477836,"""cf3/base_link""","[1.0, -3.0, 0.0]"
