rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,values
1555425765391508324,,50,,1555425765,391263471,"""cf6/base_link""","[932.0, 878.0, 3637.0, 1117.0, 881.0, 51.0]"
1555425765421301199,,51,,1555425765,420889585,"""cf6/base_link""","[932.0, 878.0, 3637.0, 1118.0, 880.0, 51.0]"
1555425765435392566,,52,,1555425765,434887058,"""cf6/base_link""","[932.0, 878.0, 3637.0, 1118.0, 880.0, 51.0]"
1555425765451102837,,53,,1555425765,450806699,"""cf6/base_link""","[932.0, 878.0, 3637.0, 1118.0, 880.0, 51.0]"
1555425765470963208,,54,,1555425765,470648861,"""cf6/base_link""","[932.0, 878.0, 3637.0, 1118.0, 880.0, 51.0]"
1555425765491777176,,55,,1555425765,491524984,"""cf6/base_link""","[929.0, 876.0, 3380.0, 1118.0, 880.0, 51.0]"
1555425765511269386,,56,,1555425765,510928517,"""cf6/base_link""","[929.0, 876.0, 3380.0, 1115.0, 881.0, 51.0]"
1555425765532591777,,57,,1555425765,532297705,"""cf6/base_link""","[929.0, 876.0, 3380.0, 1115.0, 881.0, 51.0]"
1555425765556700036,,58,,1555425765,556411694,"""cf6/base_link""","[929.0, 876.0, 3380.0, 1115.0, 881.0, 51.0]"
1555425765572337670,,59,,1555425765,572045350,"""cf6/base_link""","[929.0, 876.0, 3380.0, 1115.0, 881.0, 51.0]"
1555425765591484626,,60,,1555425765,591237750,"""cf6/base_link""","[930.0, 876.0, 3630.0, 1115.0, 881.0, 51.0]"
1555425765610739549,,61,,1555425765,610413457,"""cf6/base_link""","[930.0, 876.0, 3630.0, 1116.0, 879.0, 51.0]"
1555425765631174523,,62,,1555425765,630868541,"""cf6/base_link""","[930.0, 876.0, 3630.0, 1116.0, 879.0, 51.0]"
1555425765652252764,,63,,1555425765,651919267,"""cf6/base_link""","[930.0, 876.0, 3630.0, 1116.0, 879.0, 51.0]"
1555425765671769932,,64,,1555425765,671508300,"""cf6/base_link""","[930.0, 876.0, 3630.0, 1116.0, 879.0, 51.0]"
1555425765694140486,,65,,1555425765,693812621,"""cf6/base_link""","[932.0, 877.0, 3765.0, 1116.0, 879.0, 51.0]"
1555425765712017832,,66,,1555425765,711578484,"""cf6/base_link""","[932.0, 877.0, 3765.0, 1119.0, 881.0, 52.0]"
1555425765731955222,,67,,1555425765,731451516,"""cf6/base_link""","[932.0, 877.0, 3765.0, 1119.0, 881.0, 52.0]"
1555425765751316115,,68,,1555425765,750895925,"""cf6/base_link""","[932.0, 877.0, 3765.0, 1119.0, 881.0, 52.0]"
1555425765770999700,,69,,1555425765,770631295,"""cf6/base_link""","[932.0, 877.0, 3765.0, 1119.0, 881.0, 52.0]"
1555425765790930809,,70,,1555425765,790497492,"""cf6/base_link""","[931.0, 875.0, 3765.0, 1119.0, 881.0, 52.0]"
1555425765817449492,,71,,1555425765,816828425,"""cf6/base_link""","[931.0, 875.0, 3586.0, 1115.0, 879.0, 51.0]"
1555425765831217946,,72,,1555425765,830808202,"""cf6/base_link""","[931.0, 875.0, 3586.0, 1115.0, 879.0, 51.0]"
1555425765850833458,,73,,1555425765,850429500,"""cf6/base_link""","[931.0, 875.0, 3586.0, 1115.0, 879.0, 51.0]"
1555425765872359765,,74,,1555425765,871937726,"""cf6/base_link""","[931.0, 875.0, 3586.0, 1115.0, 879.0, 51.0]"
1555425765891542511,,75,,1555425765,890144966,"""cf6/base_link""","[929.0, 876.0, 3586.0, 1115.0, 879.0, 51.0]"
1555425765912285644,,76,,1555425765,911875589,"""cf6/base_link""","[929.0, 876.0, 3687.0, 1116.0, 879.0, 52.0]"
1555425765931752158,,77,,1555425765,931342355,"""cf6/base_link""","[929.0, 876.0, 3687.0, 1116.0, 879.0, 52.0]"
1555425765953763525,,78,,1555425765,953386282,"""cf6/base_link""","[929.0, 876.0, 3687.0, 1116.0, 879.0, 52.0]"
1555425765971131308,,79,,1555425765,970814075,"""cf6/base_link""","[929.0, 876.0, 3687.0, 1116.0, 879.0, 52.0]"
1555425765990934555,,80,,1555425765,990557548,"""cf6/base_link""","[931.0, 875.0, 3646.0, 1116.0, 879.0, 52.0]"
1555425766012747546,,81,,1555425766,12329387,"""cf6/base_link""","[931.0, 875.0, 3646.0, 1119.0, 878.0, 53.0]"
1555425766032786380,,82,,1555425766,32369283,"""cf6/base_link""","[931.0, 875.0, 3646.0, 1119.0, 878.0, 53.0]"
1555425766050507912,,83,,1555425766,50027804,"""cf6/base_link""","[931.0, 875.0, 3646.0, 1119.0, 878.0, 53.0]"
1555425766076486991,,84,,1555425766,76041015,"""cf6/base_link""","[931.0, 875.0, 3646.0, 1119.0, 878.0, 53.0]"
1555425766092269402,,85,,1555425766,91812245,"""cf6/base_link""","[927.0, 875.0, 3600.0, 1119.0, 878.0, 53.0]"
1555425766111772535,,86,,1555425766,111251835,"""cf6/base_link""","[927.0, 875.0, 3600.0, 1117.0, 880.0, 51.0]"
1555425766135990173,,87,,1555425766,135357418,"""cf6/base_link""","[927.0, 875.0, 3600.0, 1117.0, 880.0, 51.0]"
1555425766153746487,,88,,1555425766,153318302,"""cf6/base_link""","[927.0, 875.0, 3600.0, 1117.0, 880.0, 51.0]"
1555425766171542130,,89,,1555425766,171139866,"""cf6/base_link""","[927.0, 875.0, 3600.0, 1117.0, 880.0, 51.0]"
1555425766201749707,,90,,1555425766,201386710,"""cf6/base_link""","[931.0, 876.0, 3340.0, 1117.0, 880.0, 51.0]"
1555425766216043849,,91,,1555425766,215413870,"""cf6/base_link""","[931.0, 876.0, 3340.0, 1117.0, 881.0, 48.0]"
