rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1555425765249393346,,0,,1555425765,249098035,"""world""",,,0.159763291478,-0.0469217672944,0.0827598124743,,-0.000272015866358,-0.00104377232492,0.0395641252398,-0.999216556549
1555425765259783851,,1,,1555425765,259512684,"""world""",,,0.159754142165,-0.0469323433936,0.082741163671,,-0.000240905443206,-0.000999114243314,0.0395242720842,-0.999218165874
1555425765269184073,,2,,1555425765,268813798,"""world""",,,0.159760966897,-0.0469250828028,0.0827435255051,,-0.00028646067949,-0.000953178212512,0.0395502150059,-0.999217092991
1555425765279574369,,3,,1555425765,279282676,"""world""",,,0.159770444036,-0.046903423965,0.0827369391918,,-0.000353332870873,-0.000885468441993,0.0395013056695,-0.999219059944
1555425765289913101,,4,,1555425765,289682903,"""world""",,,0.159776523709,-0.0469288527966,0.0827402696013,,-0.000353363662725,-0.000956005475018,0.0394364260137,-0.999221563339
1555425765290118796,,5,,1555425765,289779803,"""world""",,,0.159768104553,-0.0469249524176,0.0827285572886,,-0.000120226992294,-0.0010114867473,0.0394886881113,-0.999219596386
1555425765299311839,,6,,1555425765,299073880,"""world""",,,0.159764051437,-0.046921890229,0.0827471986413,,-0.000260909000644,-0.000953286711592,0.0395140126348,-0.999218583107
1555425765309687277,,7,,1555425765,309473818,"""world""",,,0.159756854177,-0.0469238348305,0.0827538669109,,-0.00018398440443,-0.00091771123698,0.0394360423088,-0.999221742153
1555425765320035818,,8,,1555425765,319797866,"""world""",,,0.159738600254,-0.0469350144267,0.0827483683825,,-0.000171597552253,-0.000869312149007,0.0394460447133,-0.999221324921
1555425765329603738,,9,,1555425765,329334808,"""world""",,,0.159700155258,-0.0469234809279,0.0827608108521,,-0.000305888126604,-0.00111120089423,0.0399887524545,-0.999199450016
1555425765339870681,,10,,1555425765,339667715,"""world""",,,0.159738793969,-0.0469157360494,0.0827621743083,,-0.000291610951535,-0.000903368578292,0.0395255461335,-0.99921810627
1555425765349263899,,11,,1555425765,349017257,"""world""",,,0.159749254584,-0.046912021935,0.0827509313822,,-0.000279258296359,-0.000939696154092,0.0394341908395,-0.999221682549
1555425765349391372,,12,,1555425765,349069078,"""world""",,,0.159748345613,-0.0469325743616,0.0827362239361,,-0.000168055892573,-0.0010712579824,0.0394649244845,-0.999220371246
1555425765359719533,,13,,1555425765,359509501,"""world""",,,0.159757137299,-0.0469193570316,0.0827260762453,,-0.000306801841361,-0.000824078451842,0.0394050516188,-0.999222993851
1555425765368958302,,14,,1555425765,368760608,"""world""",,,0.159760668874,-0.0469139479101,0.0827246010303,,-0.000355790136382,-0.00071670836769,0.0393979586661,-0.999223291874
1555425765379345298,,15,,1555425765,379130091,"""world""",,,0.159756422043,-0.0469128079712,0.0827112495899,,-0.000227930169785,-0.000914011674467,0.0394030585885,-0.999223053455
1555425765389680764,,16,,1555425765,389440419,"""world""",,,0.159770354629,-0.0468991547823,0.0827142670751,,-0.000363162660506,-0.000889223651029,0.0395299457014,-0.999217987061
1555425765389744675,,17,,1555425765,389532539,"""world""",,,0.159767091274,-0.0469042807817,0.0827155560255,,-0.000261761684669,-0.00088342098752,0.0395842604339,-0.999215900898
1555425765400098968,,18,,1555425765,399834463,"""world""",,,0.159750536084,-0.0469093881547,0.0827191621065,,-0.000166208032169,-0.00086933048442,0.039380684495,-0.99922388792
1555425765409593013,,19,,1555425765,409242302,"""world""",,,0.159755632281,-0.0469049140811,0.0827335342765,,-0.000259460299276,-0.00100621487945,0.0394813083112,-0.999219834805
1555425765420098642,,20,,1555425765,419700462,"""world""",,,0.159757509828,-0.0469234585762,0.082727663219,,-0.000246433570283,-0.000796338368673,0.0394472517073,-0.999221384525
1555425765429404707,,21,,1555425765,429069211,"""world""",,,0.159709766507,-0.0469198040664,0.0827415660024,,-0.000395342998672,-0.00082421983825,0.0399121120572,-0.999202787876
1555425765439774904,,22,,1555425765,439447224,"""world""",,,0.159743487835,-0.0469353422523,0.0827487111092,,-0.00032381300116,-0.000882974360138,0.0395008064806,-0.999219179153
1555425765450250018,,23,,1555425765,449844229,"""world""",,,0.159757867455,-0.0469069108367,0.0827358067036,,-0.000249302363954,-0.000888232549187,0.0394379757345,-0.999221622944
1555425765450282904,,24,,1555425765,449929642,"""world""",,,0.159764677286,-0.0469133518636,0.0827420800924,,-0.000300881685689,-0.000991361099295,0.0394189804792,-0.9992223382
1555425765459654700,,25,,1555425765,459375618,"""world""",,,0.159754559398,-0.0469045676291,0.082726329565,,-0.000216762302443,-0.00104779319372,0.0396063178778,-0.999214828014
1555425765470099592,,26,,1555425765,469779818,"""world""",,,0.159770533442,-0.0469123795629,0.0827364698052,,-0.000192787294509,-0.000944231054746,0.0395152494311,-0.999218523502
1555425765479498188,,27,,1555425765,479174612,"""world""",,,0.159764930606,-0.0469092130661,0.0827230662107,,-0.000154770081281,-0.000912620918825,0.039399638772,-0.99922311306
1555425765489678232,,28,,1555425765,489498072,"""world""",,,0.159767195582,-0.0468954741955,0.0827373042703,,-8.22366855573e-05,-0.00114856590517,0.0394976511598,-0.99921900034
1555425765500148578,,29,,1555425765,499909677,"""world""",,,0.159770935774,-0.0469131842256,0.0827365741134,,-0.00019495934248,-0.00108498777263,0.0395618453622,-0.999216616154
1555425765500312387,,30,,1555425765,500009273,"""world""",,,0.159718200564,-0.0469185747206,0.0827584415674,,-0.000259240419837,-0.000979169621132,0.0400377698243,-0.999197661877
1555425765509554028,,31,,1555425765,509259604,"""world""",,,0.159754112363,-0.0469270125031,0.082742549479,,-0.00016642450646,-0.00106750545092,0.0394071005285,-0.999222695827
1555425765519809471,,32,,1555425765,519545729,"""world""",,,0.159749567509,-0.0469321459532,0.0827410668135,,-0.00035547488369,-0.000845242699143,0.0393820106983,-0.999223828316
1555425765529068839,,33,,1555425765,528796748,"""world""",,,0.159771978855,-0.0469283051789,0.0827633515,,-0.000303742126562,-0.000759128772188,0.0395049527287,-0.999219059944
1555425765539349260,,34,,1555425765,539093692,"""world""",,,0.159774377942,-0.0469345226884,0.0827658772469,,-0.000287603121251,-0.000870280666277,0.0395283401012,-0.999218046665
1555425765549782737,,35,,1555425765,549480499,"""world""",,,0.159710839391,-0.0469374321401,0.0827472060919,,-0.000402146164561,-0.00106797053013,0.0399621762335,-0.999200582504
1555425765549809424,,36,,1555425765,549531257,"""world""",,,0.159773156047,-0.046946298331,0.0827483013272,,-0.000265110516921,-0.00104551995173,0.0394958928227,-0.999219179153
1555425765559033105,,37,,1555425765,558777689,"""world""",,,0.159762442112,-0.0469533540308,0.082762658596,,-0.000490050646476,-0.000770682992879,0.03944574669,-0.999221384525
1555425765569303449,,38,,1555425765,569086812,"""world""",,,0.159755915403,-0.0469388253987,0.0827631279826,,-0.000355957308784,-0.000875074707437,0.039354801178,-0.999224901199
1555425765579832298,,39,,1555425765,579553169,"""world""",,,0.159758090973,-0.0469378456473,0.0827489346266,,-0.000338011974236,-0.00099500536453,0.0395103804767,-0.999218642712
1555425765589110982,,40,,1555425765,588825715,"""world""",,,0.159759372473,-0.0469307638705,0.0827473402023,,-0.000154844732606,-0.00102260673884,0.0394056215882,-0.999222815037
1555425765599411097,,41,,1555425765,599165837,"""world""",,,0.159755244851,-0.046932913363,0.08275475353,,-0.000416789087467,-0.000842509092763,0.0394101962447,-0.999222695827
1555425765599544927,,42,,1555425765,599311809,"""world""",,,0.159757345915,-0.0469393655658,0.0827347934246,,-0.000284215377178,-0.000894163385965,0.0394678376615,-0.999220490456
1555425765610025209,,43,,1555425765,609710076,"""world""",,,0.159762784839,-0.0469371005893,0.0827292650938,,-0.000390652072383,-0.000728205486666,0.0393756963313,-0.999224126339
1555425765619345103,,44,,1555425765,619096920,"""world""",,,0.159766256809,-0.0469337068498,0.0827471241355,,-0.000329999398673,-0.000890405033715,0.0394620746374,-0.99922066927
1555425765629791401,,45,,1555425765,629472081,"""world""",,,0.159774795175,-0.0469506345689,0.0827440917492,,-0.000297420308925,-0.000818407337647,0.0394368804991,-0.999221742153
1555425765639973203,,46,,1555425765,639804917,"""world""",,,0.159762442112,-0.0469544753432,0.0827297493815,,-0.00029721998726,-0.000828459393233,0.039526373148,-0.999218165874
1555425765649473199,,47,,1555425765,649189050,"""world""",,,0.1597648561,-0.0469326451421,0.0827455967665,,-0.000380355952075,-0.000879904138856,0.0394508205354,-0.999221086502
1555425765649510532,,48,,1555425765,649233551,"""world""",,,0.15975561738,-0.0469132214785,0.0827237293124,,-0.000409505242715,-0.000935455143917,0.039472438395,-0.999220192432
1555425765659797038,,49,,1555425765,659554385,"""world""",,,0.159739345312,-0.0469174310565,0.0827063396573,,-0.000231157333474,-0.000877456506714,0.0394422374666,-0.999221503735
1555425765669058122,,50,,1555425765,668838978,"""world""",,,0.159740537405,-0.0469210334122,0.0827212929726,,-0.000289634306682,-0.000955534982495,0.0394669622183,-0.999220371246
